Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/integrations/v2/encounters/update,18,0,35000,35952.5170207748,22060.69477368146,52078.29171977937,284.27777777777777,0.2712099915899456,0.0,36000,37000,40000,41000,52000,52000,52000,52000,52000,52000,52000
,Aggregated,18,0,35000,35952.5170207748,22060.69477368146,52078.29171977937,284.27777777777777,0.2712099915899456,0.0,36000,37000,40000,41000,52000,52000,52000,52000,52000,52000,52000
