Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/integrations/v2/encounters/update,1560,153,132000,126923.7083434995,305.6318396702409,290236.1722169444,227.93076923076924,1.39030443240217,0.13635678087021283,132000,153000,164000,170000,188000,204000,228000,248000,285000,290000,290000
,Aggregated,1560,153,132000,126923.7083434995,305.6318396702409,290236.1722169444,227.93076923076924,1.39030443240217,0.13635678087021283,132000,153000,164000,170000,188000,204000,228000,248000,285000,290000,290000
