Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/integrations/v2/encounters/update,116,116,29000,30987.920790372802,11086.472325958312,54277.633152902126,2525.0,1.751354686814228,1.751354686814228,29000,37000,43000,45000,49000,50000,50000,52000,54000,54000,54000
,Aggregated,116,116,29000,30987.920790372802,11086.472325958312,54277.633152902126,2525.0,1.751354686814228,1.751354686814228,29000,37000,43000,45000,49000,50000,50000,52000,54000,54000,54000
